Id,SalePrice
1331,254598.19634473906
1332,119998.2460896431
1333,76835.94840623322
1334,118456.25979733537
1335,128144.24593921937
1336,165114.11436862196
1337,151598.0927241298
1338,48620.11820916366
1339,242990.08939379593
1340,107061.58608824178
1341,85212.27635286353
1342,179854.62716056034
1343,252576.90784714418
1344,168250.82275956962
1345,196727.93058081926
1346,70336.75163029949
1347,254877.66024594312
1348,278775.0049064787
1349,204976.2158083131
1350,173827.48357556039
1351,209446.452215318
1352,183263.84142155084
1353,136409.96347745135
1354,344823.4796994851
1355,237284.8432395322
1356,213643.5548656379
1357,93270.94139473164
1358,143321.6109187575
1359,160858.92090945155
1360,318676.5596339883
1361,187780.92762732925
1362,236847.84651863284
1363,112403.34529871447
1364,154351.30381780374
1365,165908.64411338605
1366,227975.09956229338
1367,228906.37227697612
1368,112840.12275346741
1369,162113.50790002337
1370,266709.99771264195
1371,99150.19726511976
1372,213552.67740657658
1373,250256.73027450533
1374,405709.6953396305
1375,263049.2717052051
1376,247646.1105979589
1377,82470.52258667327
1378,131610.2057321663
1379,120570.38746146695
1380,159944.01204208168
1381,54322.93305045599
1382,206351.58753795363
1383,184828.30049415492
1384,163798.24528081808
1385,123489.33368525747
1386,96817.22715454316
1387,260259.24610401434
1388,181454.72772913822
1389,294055.8465926552
1390,126959.52530086995
1391,228429.83639166562
1392,138212.47824226506
1393,121509.87463177298
1394,153727.19555656565
1395,233249.8849706921
1396,283650.9722985955
1397,195038.13705844246
1398,123715.55502769118
1399,160337.52979195095
1400,151056.82589081256
1401,93288.02847077092
1402,212610.40890999662
1403,217029.13619202597
1404,248058.19445839827
1405,91293.95529724448
1406,259256.5181103025
1407,134681.32678252598
1408,108009.04978671018
1409,92005.64854995813
1410,233155.50466250908
1411,218924.72432358132
1412,155444.40400804742
1413,80451.61321516195
1414,294808.014223487
1415,182811.18065542076
1416,251379.2260272276
1417,126701.92251458345
1418,311652.4094009234
1419,129357.90114210243
1420,224411.6653004213
1421,184017.29969545524
1422,140173.51311975252
1423,153897.27392355492
1424,121091.9278028612
1425,175480.14340408496
1426,159248.49948830716
1427,237191.06981808087
1428,140777.2146559318
1429,118411.30984503007
1430,199181.67787527363
1431,153537.03722336236
1432,131906.66283472674
1433,54883.30702813994
1434,227735.329126216
1435,137600.33746707696
1436,212083.47791787994
1437,88346.22553468472
1438,293104.50670955284
1439,192796.65569366398
1440,193510.1489973429
1441,268254.26185786154
1442,149853.44958620402
1443,345081.46134805924
1444,89177.54558445979
1445,214867.79624701804
1446,138779.3797447905
1447,141318.71276374185
1448,275490.20641935174
1449,116555.63596040406
1450,81280.001030355
1451,111309.04518426233
1452,254781.35872581147
1453,149868.540195056
1454,135553.26202462986
1455,208040.4814851745
1456,184284.8812238935
1457,247973.61756548565
1458,218873.6108644677
1459,144460.4195642199
1460,158256.52368103247
